name,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31
¿Áµ¼±¸ÀÌ,90.09009,84.23423,100,77.47747,82.88288,59.009,68.46846,66.66666,85.58558,70.27027,73.87387,68.46846,53.6036,54.5045,76.12612,59.9099,59.45945,66.21621,54.95495,41.89189,63.96396,73.42342,81.53153,54.05405,53.6036,55.4054,54.95495,60.81081,69.81981,68.91891,51.35135
¿Á¼ö¼ö±¸ÀÌ,74.07407,70.37037,96.29629,88.88888,29.62962,62.96296,48.14814,85.18518,51.85185,48.14814,70.37037,33.33333,25.92592,55.55555,48.14814,59.25925,100,48.14814,62.96296,59.25925,88.88888,62.96296,100,51.85185,92.59259,81.48148,51.85185,51.85185,70.37037,77.77777,85.18518
¿Ã°»ÀÌ±¹,100,83.33333,98,78.66666,60.66666,72.66666,63.33333,74.66666,88,65.33333,70.66666,65.33333,70.66666,91.33333,71.33333,72,69.33333,64.66666,60.66666,57.33333,84.66666,90,78,91.33333,71.33333,72,76.66666,83.33333,90.66666,77.33333,81.99999
¿Ã°»ÀÌ±¹¼ö,100,63.63636,54.54545,36.36363,27.27272,39.39393,66.66666,69.69696,54.54545,30.30303,48.48484,36.36363,18.18181,48.48484,63.63636,48.48484,57.57575,54.54545,57.57575,27.27272,57.57575,69.69696,48.48484,36.36363,30.30303,45.45454,30.30303,60.60606,30.30303,57.57575,57.57575
¿ÏÀÚÀü,41.37931,41.37931,24.13793,75.86206,68.96551,55.17241,20.68965,0,41.37931,37.93103,75.86206,75.86206,51.72413,31.03448,0,58.62068,79.31034,100,27.5862,44.82758,27.5862,37.93103,75.86206,79.31034,31.03448,96.55172,62.06896,24.13793,17.24137,75.86206,96.55172
¿ì°ÅÁöÇØÀå±¹,72.16117,77.28937,81.31868,66.30036,64.83516,61.53846,56.04395,74.72527,88.64468,69.23076,78.02197,66.30036,64.83516,76.19047,91.94139,78.02197,66.30036,74.35897,74.72527,73.99267,87.54578,87.17948,80.21978,78.02197,68.86446,65.93406,85.34798,79.12087,100,82.78388,81.68498
¿ìµ¿,94.06734,92.19668,90.48637,64.72474,74.93319,73.43666,76.16247,98.34313,100,68.84019,68.89363,68.35916,71.61945,94.8156,96.15179,74.66595,75.78834,72.5815,77.7659,79.10208,93.37252,95.18973,68.57295,69.21432,65.68679,69.21432,70.06948,83.59166,89.47087,69.26777,69.16087
¿ìµ¿ººÀ½,50,60.25641,64.10256,44.87179,69.23076,55.1282,69.23076,74.35897,55.1282,75.64102,69.23076,58.97435,88.46153,84.61538,76.92307,73.07692,66.66666,80.76923,75.64102,75.64102,79.48717,50,97.43589,75.64102,100,80.76923,58.97435,88.46153,97.43589,82.05128,69.23076
¿ì·°È¸µ¤¹ä,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
¿ì¾ûÁ¶¸²,50.63907,54.77784,69.20267,66.46378,75.59342,70.54169,71.08947,68.59403,90.56603,87.09677,85.81862,82.59281,76.44552,77.54108,86.97504,85.27084,90.38344,82.34936,100,85.08825,80.64516,89.10529,87.09677,85.94035,90.01825,84.41874,81.07121,83.99269,89.89653,81.98417,80.70602
¿ï¸é,72.93729,70.13201,86.79867,60.066,64.19141,59.57095,72.44224,82.0132,83.33333,59.90099,61.0561,61.88118,67.82178,87.95379,94.0594,60.23102,66.33663,67.49174,100,75.0825,86.46864,89.93399,71.12211,64.85148,76.23762,70.95709,73.76237,80.19801,89.10891,66.66666,69.47194
¿ù³²½Ó,90.46194,96.37753,89.1326,67.23163,72.08374,74.54303,87.63708,96.27783,100,75.47357,74.4101,75.83914,77.23496,85.9754,94.08441,74.87537,69.65769,73.34662,70.25589,71.4523,77.00232,80.35892,71.78464,68.69391,69.52475,73.51279,72.41608,77.53406,85.2775,67.33133,70.58823
À¯ºÎ±¹,22.80701,31.57894,33.33333,57.89473,49.1228,29.82456,52.63157,36.8421,66.66666,63.15789,66.66666,50.87719,66.66666,52.63157,47.36842,63.15789,100,78.94736,63.15789,61.4035,49.1228,40.35087,59.64912,66.66666,89.47368,70.17543,54.38596,29.82456,49.1228,43.85964,56.14035
À¯ºÎÃÊ¹ä,59.29253,65.30039,74.11566,82.03256,84.72768,81.52723,73.89107,75.40707,83.88545,87.14205,91.46546,98.31555,82.98708,75.18248,87.02975,91.46546,100,96.46266,91.57776,82.87478,70.52217,74.78944,86.24368,84.83997,83.54856,83.54856,81.35878,79.169,78.94441,82.08871,81.30263
À¯»ê½½,86.36081,86.79479,73.15561,48.97706,61.99628,65.09609,74.70551,85.05889,69.62182,52.57284,64.10415,65.03409,79.04525,79.78921,77.74333,55.23868,62.55424,65.84004,71.23372,68.3199,86.23682,86.6088,68.07191,68.1959,66.02603,68.1959,79.60322,100,91.6305,62.43025,69.62182
À¯»ê½½µ¤¹ä,20,20.71428,25,45.71428,42.14285,49.28571,20.71428,17.85714,20,39.28571,100,44.28571,42.14285,24.28571,19.28571,32.14285,31.42857,42.85714,53.57142,63.57142,19.28571,25.71428,50,44.28571,57.14285,36.42857,38.57142,17.14285,22.85714,41.42857,48.57142
À¯Ã¤³ª¹°,21.12676,14.43661,19.01408,38.02816,36.97183,21.83098,23.23943,19.36619,20.77464,46.83098,47.53521,51.05633,44.7183,38.02816,43.66197,72.53521,85.21126,94.01408,83.4507,85.21126,82.04225,77.8169,100,84.85915,86.2676,84.85915,83.09859,70.07042,86.61971,94.7183,94.7183
À°°³Àå,79.48332,87.74406,89.18594,85.28086,86.90297,84.7702,70.89215,82.75758,86.06188,82.54731,86.39231,81.40582,76.47942,73.86602,80.74496,87.17332,82.63742,82.63742,83.5386,86.6927,73.62571,81.4659,80.71492,82.45719,83.32832,79.99399,79.99399,71.76329,100,88.88555,85.28086
À²¹«¹ä,54.91803,100,76.2295,67.21311,80.32786,50,74.59016,73.77049,63.93442,77.86885,62.29508,61.4754,72.13114,56.55737,65.57377,65.57377,63.11475,59.83606,63.11475,65.57377,68.85245,55.7377,75.40983,72.95081,48.36065,59.01639,51.63934,59.83606,51.63934,66.39344,68.85245
À²¹«Á×,0,0,21.62162,0,0,16.21621,100,35.13513,0,27.02702,18.91891,13.51351,16.21621,0,0,27.02702,21.62162,24.32432,16.21621,27.02702,21.62162,0,18.91891,29.72972,24.32432,32.43243,18.91891,32.43243,0,16.21621,40.54054
ÀÓ¿¬¼ö±¸ÀÌ,60.47904,56.28742,77.84431,50.2994,72.15568,58.98203,59.88023,69.46107,78.14371,99.70059,100,79.34131,75.7485,67.36526,76.6467,88.62275,77.2455,78.14371,78.74251,67.36526,67.06586,55.68862,86.22754,82.63473,73.95209,70.05988,63.47305,66.76646,96.10778,76.9461,94.91017
ÀÚÀå¸é,100,84.40207,87.52166,55.11265,55.9792,56.67244,66.37781,77.29636,86.13518,65.51126,63.08492,65.16464,66.72443,71.57712,80.41594,77.81629,75.38994,65.51126,60.48526,62.39168,64.12478,97.57365,67.59098,68.97746,63.08492,62.39168,58.75216,72.09705,84.92201,67.24436,57.01906
ÀÚÀå¹ä,0,25,60.71428,67.85714,78.57142,35.71428,39.28571,50,53.57142,71.42857,75,57.14285,50,25,35.71428,32.14285,50,100,67.85714,67.85714,46.42857,17.85714,85.71428,28.57142,92.85714,46.42857,57.14285,28.57142,50,32.14285,53.57142
ÀÜÄ¡±¹¼ö,79.44621,80.44018,100,53.17713,54.41959,52.75115,71.13951,96.52112,92.68725,56.30102,57.43698,50.86971,51.72168,78.16826,94.0717,57.15299,59.46041,54.66808,63.40078,52.32516,74.83138,89.63436,57.61448,57.18849,56.62051,53.85161,50.65672,75.25736,91.2318,57.082,55.62655
Àâ°î¹ä,47.18309,57.74647,76.05633,73.94366,86.15023,71.3615,59.85915,64.55399,75.35211,87.0892,92.01877,100,77.46478,70.65727,79.57746,92.01877,82.15962,75.58685,83.56807,71.59624,62.44131,72.53521,92.95774,86.85446,79.34272,67.60563,60.56338,52.58215,65.25821,76.9953,83.09859
ÀâÃ¤,100,87.52333,70.87741,62.00995,62.47666,58.27629,63.09894,63.53453,63.16116,57.99626,53.98257,55.28935,60.95208,60.48537,54.07591,57.56067,58.74299,56.0672,59.33416,61.91661,57.12507,55.53827,56.12943,57.15619,50.99564,56.0672,60.48537,55.13378,52.05351,56.56502,57.03173
ÀâÃ¤¹ä,100,92.37597,87.51958,56.55352,42.61096,31.22715,28.19843,31.01827,31.74934,25.4308,27.93733,21.14882,19.58224,22.50652,24.02088,22.92428,21.72323,21.82767,19.00783,16.34464,17.28459,21.46214,22.40208,20.88772,20.36553,19.00783,19.26892,14.77806,21.77545,20.99216,19.89556
ÀâÅÁ¹ä,72.77936,75.64469,92.55014,59.31232,64.75644,74.49856,80.22922,92.83667,90.83094,67.04871,74.49856,76.79083,78.22349,95.41547,96.84813,67.04871,76.21776,75.07163,87.39255,79.08309,83.95415,99.42693,58.16618,100,95.12893,83.66762,80.80229,87.67908,85.95988,74.7851,73.9255
ÀãÁ×,46.71814,63.70656,74.90347,70.65637,55.59845,58.30115,70.65637,73.74517,73.35907,62.16216,71.04247,61.77606,64.09266,100,91.11969,72.20077,68.33976,64.09266,59.07335,59.45945,56.37065,73.35907,61.38996,68.33976,86.48648,53.28185,55.21235,62.93436,62.93436,65.25096,63.32046
Àå¶±,38.95705,100,82.82208,78.83435,58.58895,48.1595,58.2822,62.26993,61.65644,39.8773,36.50306,47.85276,34.96932,61.96319,46.93251,34.35582,44.78527,28.83435,55.82822,47.23926,46.93251,39.2638,36.80981,42.63803,51.22699,53.06748,34.96932,34.04907,37.42331,30.98159,38.95705
Àå¾î±¸ÀÌ,97.15189,86.23417,76.89873,53.16455,50.39556,53.56012,69.69936,81.88291,71.12341,60.28481,57.04113,54.5886,56.80379,73.02215,82.27848,53.24367,54.43037,49.92088,53.40189,56.17088,79.50949,72.86392,58.38607,51.81962,56.48734,51.42405,58.38607,100,87.57911,60.99683,58.38607
Àå¾îµ¤¹ä,97.38955,97.59036,98.89558,62.5502,78.11244,66.36546,79.11646,91.76706,93.8755,73.79518,84.03614,75.80321,85.34136,87.9518,91.56626,81.8273,78.51405,76.70682,73.79518,78.11244,94.0763,100,83.13253,81.3253,78.21285,78.41365,77.10843,88.95582,98.69477,81.92771,78.91566
Àå¾îÅÁ,90.48672,78.9823,90.70796,72.34513,78.09734,83.84955,79.20353,89.60176,100,72.56637,85.39823,76.54867,79.86725,77.21238,88.27433,78.53982,86.28318,87.38938,83.40707,83.84955,86.9469,95.35398,80.97345,79.20353,88.71681,76.32743,65.26548,79.42477,99.55752,82.9646,74.77876
ÀåÁ¶¸²,66.57859,71.59841,90.62087,87.31836,86.26155,73.44782,68.6922,72.52311,94.31968,88.90356,80.44914,80.44914,68.6922,81.37384,93.13077,100,89.43196,80.71334,81.90224,73.31571,69.749,84.14795,88.90356,90.35667,78.59973,88.37516,73.18361,77.67503,88.37516,94.98018,85.60105
ÀçÃ¸±¹,76.14285,100,67.85714,59.71428,67.14285,59,58.85714,63.71428,75,67.85714,64.42857,53.85714,63.57142,69.42857,78.28571,62.57142,56.85714,52.14285,54.42857,50.71428,62.85714,70,84.42857,63,59.28571,58.42857,57.71428,53.71428,67.14285,61.71428,55.28571
Àï¹ÝÂ¥Àå,73.84615,91.53846,75.38461,42.6923,53.07692,41.92307,65,83.07692,100,48.07692,47.30769,55,65.76923,81.92307,92.30769,47.30769,46.53846,52.30769,55.76923,46.15384,65.76923,85,55.38461,48.84615,54.61538,46.53846,44.23076,68.84615,85.76923,49.23076,55.76923
Àüº¹Á×,98.53556,100,99.05857,72.38493,76.15062,79.81171,89.01673,99.16317,92.15481,73.11715,76.35983,75.3138,68.82845,83.5774,86.50627,78.03347,74.05857,73.84937,81.58995,69.66527,85.56485,80.64853,79.70711,75.1046,75.2092,71.75732,70.71129,75.73221,83.3682,67.0502,68.61924
Àüº¹ÅÁ,52.63157,84.21052,84.21052,36.8421,89.47368,31.57894,63.15789,89.47368,63.15789,52.63157,36.8421,52.63157,94.73684,73.68421,89.47368,42.10526,100,36.8421,57.89473,63.15789,42.10526,89.47368,89.47368,68.42105,52.63157,0,73.68421,52.63157,63.15789,52.63157,63.15789
Àü¾î±¸ÀÌ,78.92918,80.74265,72.97063,62.95336,63.90328,71.32987,85.49222,100,88.16925,65.37132,62.95336,63.98963,67.1848,85.31951,65.88946,71.50259,54.4905,52.07253,53.62694,49.48186,65.71675,57.08117,48.18652,44.1278,46.37305,41.01899,41.1917,51.72711,46.02763,31.00172,32.29706
Á¦À°µ¤¹ä,41.10032,59.87055,55.66343,63.75404,66.34304,61.48867,59.87055,65.37216,71.19741,91.90938,88.67313,84.14239,73.7864,65.37216,73.46278,100,85.43689,77.34627,73.13915,62.45954,50.48543,73.13915,87.70226,87.37864,73.13915,82.20064,71.52103,53.72168,66.66666,80.58252,70.87378
Á¦À°ººÀ½,50.12039,59.82112,73.54661,74.3722,77.53697,72.68661,68.14585,81.01135,89.81768,84.93292,88.44169,90.54007,79.32576,82.52493,95.66563,100,91.12487,84.79532,81.94014,79.73856,72.85861,86.5497,89.47368,92.39766,85.55211,81.18335,75.61059,71.17303,87.54729,89.61128,85.13931
Á¶°³±¸ÀÌ,100,93.25104,51.42345,34.48138,38.74178,43.61935,61.17857,88.59247,54.3898,40.31455,39.43858,39.43858,44.33605,71.23233,57.95341,43.93788,40.9118,44.57495,43.34063,52.14015,84.33207,62.51244,46.1079,46.1079,43.93788,42.52438,52.19988,85.74557,62.21381,43.4999,43.87816
Á¶°³±¹,58.9041,71.23287,100,56.16438,50.68493,46.57534,47.9452,83.56164,73.9726,72.60273,76.71232,78.08219,60.27397,58.9041,75.34246,82.19178,71.23287,67.12328,38.35616,67.12328,58.9041,86.30136,98.63013,60.27397,47.9452,53.42465,63.01369,57.53424,61.64383,57.53424,67.12328
Á¶±â±¸ÀÌ,76.15894,82.1192,100,73.50993,51.65562,60.92715,66.22516,83.4437,72.84768,64.23841,57.61589,64.23841,66.22516,71.52317,82.78145,90.72847,70.19867,65.56291,66.22516,64.23841,52.31788,76.82119,72.18543,74.17218,62.9139,60.92715,58.94039,57.61589,74.83443,72.84768,58.27814
Á¶±âÁ¶¸²,77.14285,87.85714,100,79.5238,71.66666,59.04761,63.57142,72.14285,89.7619,83.09523,70.71428,67.38095,65.71428,71.66666,75.23809,81.66666,74.04761,68.33333,64.28571,57.38095,63.57142,92.85714,86.42857,83.57142,74.04761,69.5238,60.71428,68.57142,85.71428,74.5238,60.23809
Á¶±âÂò,100,96.61016,94.35028,92.65536,84.74576,68.36158,88.70056,70.62146,81.35593,50.84745,49.15254,53.10734,44.06779,58.19209,71.18644,51.41242,46.89265,29.9435,37.8531,33.8983,46.32768,51.41242,51.9774,42.37288,46.32768,38.41807,43.50282,40.11299,55.36723,41.8079,44.06779
Á·¹ß,85.75727,77.64961,68.43864,52.24005,54.73085,70.66198,94.88465,100,78.80307,63.44032,63.99197,61.85222,74.82447,88.56569,83.75125,60.39786,67.23503,64.15914,65.83082,78.56904,96.80708,87.44567,64.61049,69.50852,70.31093,69.17418,85.17218,95.15212,93.56402,64.19257,69.5921
ÁÖ²Ù¹ÌººÀ½,61.39088,57.31414,63.06954,46.04316,59.23261,50.1199,76.01918,87.52997,100,82.73381,72.66187,58.75299,74.58033,81.77458,97.1223,76.25899,77.21822,56.83453,70.26378,58.51318,60.43165,78.41726,68.34532,59.95203,71.94244,59.47242,60.19184,62.58992,84.89208,62.35011,55.15587
ÁÖ²Ù¹Ì»ï°ã»ì,57.89473,0,36.8421,52.63157,89.47368,36.8421,57.89473,73.68421,89.47368,31.57894,84.21052,47.36842,68.42105,100,100,31.57894,0,63.15789,31.57894,52.63157,73.68421,63.15789,73.68421,94.73684,94.73684,63.15789,63.15789,63.15789,78.94736,31.57894,31.57894
Á×¼øººÀ½,73.91304,71.73913,87.31884,65.94202,63.76811,79.34782,69.92753,78.26086,100,65.21739,63.04347,51.44927,57.60869,72.46376,78.9855,44.56521,65.21739,52.17391,52.89855,39.85507,47.82608,65.57971,60.86956,50.72463,56.52173,55.43478,52.89855,55.07246,71.37681,60.14492,55.7971
Áß½Ä¿ìµ¿,41.17647,32.35294,44.11764,38.23529,35.29411,32.35294,55.88235,47.05882,41.17647,47.05882,64.70588,32.35294,55.88235,32.35294,67.64705,52.94117,64.70588,26.47058,70.58823,32.35294,50,23.52941,32.35294,50,29.41176,32.35294,100,35.29411,55.88235,26.47058,64.70588
Áß½ÄÀâÃ¤,28,44,40,32,0,24,48,28,100,52,48,0,36,20,24,40,48,0,20,0,0,40,36,0,44,32,20,44,20,32,20
ÁãÆ÷Á¶¸²,17.24137,48.27586,82.75862,65.51724,65.51724,37.93103,75.86206,72.41379,72.41379,65.51724,86.20689,51.72413,37.93103,89.65517,58.62068,44.82758,51.72413,55.17241,48.27586,0,79.31034,51.72413,68.96551,72.41379,48.27586,65.51724,31.03448,31.03448,100,75.86206,86.20689
ÁãÆ÷Æ¢±è,96.94323,82.96943,98.68995,100,80.78602,55.89519,65.50218,84.27947,62.00873,45.41484,55.89519,42.35807,42.79475,53.2751,56.33187,44.1048,48.47161,47.16157,40.17467,44.97816,64.19213,56.76855,52.83842,47.16157,48.90829,42.79475,51.52838,51.0917,45.85152,51.96506,40.17467
Áö¸®ÅÁ,85.88957,90.18404,73.00613,58.2822,76.68711,82.20858,80.36809,95.70552,81.59509,73.61963,91.41104,87.73006,87.11656,100,95.09202,80.36809,85.88957,84.66257,84.04907,87.73006,83.43558,88.34355,80.98159,78.5276,85.27607,68.71165,73.61963,95.09202,92.63803,60.12269,63.80368
Â¥Àå¹ä,49.03846,58.17307,68.26923,87.5,71.15384,62.98076,61.05769,79.80769,75.96153,79.32692,91.82692,85.57692,72.11538,73.07692,78.36538,89.90384,100,92.30769,81.25,75.96153,72.11538,74.51923,87.01923,94.23076,94.23076,74.51923,66.34615,61.05769,67.78846,87.5,92.78846
Â«»Í,100,90.86294,79.10659,43.53299,46.55837,44.0406,56.64974,86.47715,86.03045,47.1472,46.33502,48,47.67512,64.83248,81.48223,46.45685,52.64974,49.23857,56.87309,50.84263,63.85786,80.62944,51.43147,47.02538,46.59898,46.47715,48.20304,59.87817,82.61928,52.62944,45.3604
Â«»Í¹ä,74.39024,67.07317,75,54.26829,67.68292,74.39024,65.85365,76.82926,77.43902,78.65853,78.65853,76.82926,71.95121,77.43902,83.53658,64.02439,59.75609,76.82926,77.43902,65.85365,77.43902,100,66.46341,62.80487,60.9756,81.09756,75,62.19512,78.65853,61.58536,62.19512
ÂÌ¸é,67.8733,69.34389,70.24886,56.90045,52.26244,53.6199,58.25791,69.45701,78.73303,63.8009,68.32579,68.43891,69.68325,59.95475,100,70.36199,70.02262,67.42081,71.49321,67.42081,58.48416,68.21266,63.23529,64.36651,61.99095,72.51131,61.53846,66.96832,78.84615,67.76018,67.08144
ÂÌººÀÌ,7.72889,8.20451,13.67419,8.91795,9.9881,9.63139,10.34482,8.08561,9.75029,12.12841,10.58263,11.29607,9.51248,9.03686,100,62.18787,46.84898,38.52556,43.75743,32.22354,26.04042,23.5434,20.80856,19.50059,17.59809,19.85731,17.00356,12.60404,17.8359,16.52794,16.40903
Âð°¨ÀÚ,55.26315,63.15789,75,97.36842,78.94736,72.36842,55.26315,56.57894,71.05263,71.05263,77.63157,85.52631,67.10526,68.42105,100,88.15789,80.26315,67.10526,97.36842,46.05263,64.47368,51.31578,63.15789,82.89473,82.89473,82.89473,73.68421,63.15789,81.57894,92.10526,68.42105
Âð°í±¸¸¶,41.04938,44.1358,76.85185,75,63.58024,66.04938,59.5679,69.1358,93.20987,82.09876,91.35802,87.34567,63.88888,76.5432,89.81481,90.12345,86.11111,74.38271,74.38271,73.14814,67.90123,98.45679,100,87.34567,78.7037,75,63.88888,67.59259,89.50617,80.86419,85.80246
Â÷µ¹¹ÚÀÌ±¸ÀÌ,48.27586,50.86206,75,39.65517,53.44827,76.72413,86.20689,87.93103,100,71.55172,74.13793,70.68965,80.17241,89.65517,91.37931,85.34482,69.82758,72.41379,75.86206,87.93103,77.5862,90.51724,70.68965,64.65517,53.44827,55.17241,79.31034,66.37931,82.75862,70.68965,71.55172
Âü±úÁ×,75.75757,66.66666,57.57575,81.81818,87.87878,36.36363,48.48484,60.60606,78.78787,57.57575,100,63.63636,54.54545,48.48484,93.93939,69.69696,69.69696,81.81818,75.75757,54.54545,33.33333,48.48484,36.36363,54.54545,51.51515,69.69696,57.57575,39.39393,51.51515,48.48484,69.69696
Âü³ª¹°,57.11111,78,79.33333,76,86.88888,82.22222,70.22222,85.33333,90.66666,95.55555,87.55555,85.55555,79.55555,72.44444,82.44444,96.66666,92,91.33333,86,83.11111,74.88888,72.44444,100,90.44444,88,83.33333,76.44444,76.66666,84.44444,89.55555,92.22222
ÂüÄ¡±¸ÀÌ,69.56521,47.82608,67.3913,100,60.86956,34.7826,67.3913,50,65.21739,63.04347,43.47826,47.82608,89.13043,95.65217,73.91304,95.65217,93.47826,76.08695,54.34782,89.13043,67.3913,84.7826,67.3913,73.91304,91.30434,78.26086,73.91304,89.13043,58.69565,58.69565,78.26086
ÂüÄ¡µ¤¹ä,44.62809,53.719,82.64462,75.20661,70.24793,57.02479,79.33884,76.03305,100,88.42975,100,84.29752,76.8595,66.1157,83.47107,97.52066,76.03305,87.6033,90.08264,58.67768,67.76859,84.29752,81.81818,77.68595,84.29752,71.07438,53.719,65.28925,91.73553,85.95041,69.42148
ÂüÄ¡µ¤¹ä,44.62809,53.719,82.64462,75.20661,70.24793,57.02479,79.33884,76.03305,100,88.42975,100,84.29752,76.8595,66.1157,83.47107,97.52066,76.03305,87.6033,90.08264,58.67768,67.76859,84.29752,81.81818,77.68595,84.29752,71.07438,53.719,65.28925,91.73553,85.95041,69.42148
ÂüÄ¡¸¶¿ä³×Áî»ï°¢±è¹ä,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ÂüÄ¡ººÀ½¹ä,64.55445,67.12871,93.0693,63.56435,64.35643,61.58415,73.0693,91.48514,100,55.24752,69.50495,63.36633,53.66336,70.69306,83.56435,60.19801,53.46534,62.77227,57.22772,45.54455,61.98019,80.59405,59.0099,58.21782,56.0396,59.80198,45.74257,60.59405,85.34653,50.099,55.24752
ÂüÄ¡Á×,74.47698,89.53974,100,85.77405,74.05857,76.15062,72.80334,80.33472,94.14225,88.70292,79.07949,61.08786,60.66945,68.61924,95.81589,74.89539,73.64016,64.85355,65.27196,54.3933,71.96652,95.39748,95.39748,83.682,79.91631,78.24267,65.69037,76.98744,87.44769,96.65271,73.64016
ÂüÄ¡È¸µ¤¹ä,25,44.44444,72.22222,75,44.44444,44.44444,52.77777,38.88888,88.88888,69.44444,88.88888,41.66666,72.22222,72.22222,72.22222,58.33333,55.55555,80.55555,61.11111,66.66666,72.22222,72.22222,100,80.55555,63.88888,61.11111,30.55555,61.11111,47.22222,72.22222,50
Ã¤¼ÒÀü,0,0,65,0,0,30,0,0,0,0,0,0,0,0,35,0,35,25,40,40,25,30,35,55,0,60,40,0,30,100,65
Ã¤¼ÒÆ¢±è,0,0,0,33.33333,38.09523,42.85714,23.80952,47.61904,33.33333,52.38095,42.85714,42.85714,47.61904,71.42857,52.38095,28.57142,52.38095,23.80952,61.90476,42.85714,28.57142,47.61904,100,71.42857,52.38095,23.80952,33.33333,23.80952,28.57142,42.85714,42.85714
Ã»°æÃ¤³ª¹°,27.27272,39.82683,57.14285,66.23376,77.92207,64.93506,42.85714,58.87445,79.22077,85.71428,93.93939,88.31168,72.72727,64.93506,70.56277,94.37229,92.20779,66.66666,87.44588,74.45887,64.06926,73.16017,96.96969,90.90909,100,84.84848,55.41125,57.14285,91.77489,94.37229,76.19047
Ã»±¹ÀåÂî°³,45.53775,67.27688,67.73455,64.07322,64.75972,58.81006,59.95423,69.33638,79.1762,71.39588,79.40503,72.99771,66.13272,69.10755,76.20137,91.07551,72.08237,73.91304,76.4302,66.59038,70.93821,84.21052,94.05034,78.26086,66.81922,76.20137,64.30205,72.08237,90.61784,100,78.94736
Ã»Æ÷¹¬¹«Ä§,60.3594,62.57928,83.08668,90.69767,89.852,70.40169,61.6279,71.35306,95.03171,100,99.36575,93.6575,71.8816,69.87315,80.12684,99.78858,93.12896,90.06342,76.74418,69.66173,64.37632,76.10993,84.56659,78.01268,81.71247,79.91543,65.01057,57.92811,69.13319,90.38054,78.43551
ÃÊ´ç¼øµÎºÎ,100,82.72727,51.74242,37.95454,40.30303,34.62121,48.40909,74.62121,55.37878,31.5909,34.01515,31.5909,30.15151,42.27272,48.18181,38.40909,32.12121,33.25757,35.60606,37.42424,53.10606,55.30303,40.22727,35.22727,31.21212,33.33333,38.71212,48.0303,52.19696,35.83333,32.19696
Ãß¾îÅÁ,100,98.85253,89.28222,61.05957,65.38085,62.84179,69.75097,96.5332,88.208,67.13867,64.0625,63.52539,61.71875,72.14355,86.74316,71.26464,69.40917,65.91796,64.01367,64.45312,72.97363,88.15917,66.77246,72.9248,68.31054,65.08789,65.82031,73.80371,86.91406,66.28417,62.13378
Ãæ¹«±è¹ä,100,85.4314,79.56152,61.73974,67.53889,64.07355,75.31824,85.64356,82.03677,64.21499,66.54879,65.70014,61.52758,94.76661,83.4512,63.15417,62.80056,61.52758,60.39603,59.05233,63.15417,86.63366,67.60961,63.64922,64.35643,65.70014,65.34653,69.73125,75.95473,61.31541,64.28571
Ãë³ª¹°,74.17582,74.54212,86.99633,71.06227,74.54212,78.02197,80.95238,88.82783,93.58974,90.84249,86.08058,78.38827,83.15018,75.09157,100,85.71428,85.53113,73.26007,76.37362,65.93406,66.66666,79.48717,76.19047,75.64102,82.41758,74.54212,63.91941,65.75091,83.88278,75.45787,75.82417
Ä¡Ä¿¸®°ÑÀýÀÌ,0,0,0,50,50,75,41.66666,37.5,62.5,58.33333,62.5,54.16666,29.16666,66.66666,70.83333,37.5,79.16666,54.16666,50,54.16666,45.83333,66.66666,100,50,83.33333,87.5,37.5,58.33333,41.66666,45.83333,58.33333
Ä¡Å²,67.92582,51.41859,33.09608,27.98654,24.01319,31.12409,100,45.77361,33.47807,23.95442,24.7739,26.00476,35.54474,40.02416,35.47618,25.3322,30.41561,25.86437,28.01919,33.55969,40.922,35.57086,25.4432,25.37138,27.50334,26.59897,33.42583,43.21394,36.3479,26.98749,26.87975
Ä¡Å²°¡½º,29.26829,17.07317,39.02439,58.53658,41.46341,43.90243,14.63414,56.09756,43.90243,58.53658,100,51.21951,46.34146,34.14634,21.95121,63.41463,73.17073,48.78048,58.53658,34.14634,29.26829,14.63414,58.53658,39.02439,48.78048,48.78048,39.02439,24.39024,41.46341,63.41463,85.36585
Ä¡Å²µ¥¸®¾ß³¢,49.35064,55.84415,40.25974,44.15584,67.53246,64.93506,46.75324,67.53246,68.83116,77.92207,70.12987,57.14285,66.23376,72.72727,59.74025,89.61038,50.64935,100,81.81818,57.14285,55.84415,61.03896,80.51948,79.22077,63.63636,62.33766,53.24675,37.66233,70.12987,68.83116,66.23376
Ä¡Å²Å©¸²¸®Á¶¶Ç,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.33333,0,0,0,0,0,0,0,0,0,0,100,0,0
Ä«·¹¶óÀÌ½º,49.06832,46.58385,50.31055,93.1677,74.53416,65.8385,45.96273,65.8385,71.42857,88.19875,96.8944,87.57763,77.63975,62.1118,69.56521,89.44099,100,96.27329,81.36645,75.77639,65.21739,69.56521,79.5031,85.09316,100,88.19875,61.49068,67.08074,80.12422,89.44099,86.95652
