name,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31
³ÒÄ¡È¸µ¤¹ä,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
³ìµÎºó´ë¶±,100,76.45951,64.40677,49.90583,44.63276,41.43126,50.4708,48.39924,37.28813,27.68361,31.26177,30.13182,35.59322,32.95668,28.62523,27.49529,29.75517,34.6516,30.32015,34.6516,32.20338,26.74199,23.54048,25.80037,20.15065,19.58568,26.93032,33.8983,34.83992,29.9435,33.145
´©·îÁö,65.36712,78.10266,94.86679,88.62897,88.36907,76.15334,82.19623,88.82391,92.8525,97.72579,94.99675,92.59259,83.49577,77.38791,90.64327,100,97.53086,97.01104,90.31838,74.8538,64.91228,81.28654,90.44834,84.92527,82.58609,76.80311,67.31643,67.44639,80.70175,92.07277,86.61468
´ÀÅ¸¸®¹ö¼¸ººÀ½,43.97068,57.22851,73.41772,82.54497,81.47901,67.0886,68.08794,73.81745,100,92.33844,85.47634,82.3451,71.48567,68.2878,88.67421,98.13457,95.93604,90.47301,81.21252,70.48634,66.489,90.47301,92.5383,85.27648,86.40906,81.27914,72.485,68.02131,88.20786,98.33444,89.87341
´Ù½Ã¸¶Æ¢°¢,55.88235,79.41176,96.07843,75.49019,91.17647,57.84313,70.58823,74.5098,100,82.35294,79.41176,58.82352,77.45098,74.5098,91.17647,74.5098,71.56862,89.21568,87.2549,59.80392,75.49019,87.2549,74.5098,69.60784,71.56862,68.62745,68.62745,54.90196,78.43137,80.39215,68.62745
´Ü¹«Áö¹«Ä§,50.03843,59.2621,85.16525,78.09377,73.09761,64.10453,69.10069,84.01229,100,86.39508,83.55111,79.70791,68.79323,69.56187,94.92697,79.78478,73.86625,71.71406,69.17755,62.79784,61.10684,88.70099,80.55342,79.47732,68.40891,74.32744,54.80399,65.79554,84.70407,76.71022,73.02075
´ÜÈ£¹Ú»ø·¯µå,64.13994,81.63265,95.04373,82.9446,81.48688,73.32361,75.80174,73.76093,99.85422,81.04956,100,81.48688,71.86588,68.65889,81.48688,81.63265,87.7551,71.42857,73.03206,59.76676,57.28862,67.34693,85.42274,73.46938,68.0758,68.51311,60.34985,56.41399,63.70262,74.48979,69.38775
´ÜÈ£¹ÚÂò,72.58064,78.2258,82.25806,88.70967,100,69.35483,82.25806,93.54838,89.51612,79.8387,78.2258,82.25806,61.29032,54.03225,86.29032,83.87096,77.41935,81.45161,77.41935,66.12903,58.06451,84.67741,70.16129,67.74193,65.32258,70.16129,50.80645,69.35483,74.19354,87.90322,61.29032
´Þ°¿±¹,64.19753,83.95061,96.29629,60.49382,82.71604,44.44444,58.02469,58.02469,69.1358,91.35802,80.24691,88.88888,44.44444,81.48148,91.35802,93.82716,81.48148,65.43209,62.96296,40.74074,60.49382,100,62.96296,67.90123,65.43209,64.19753,70.37037,37.03703,65.43209,85.18518,51.85185
´Þ°¿¸»ÀÌ,54.36893,58.25242,77.6699,58.25242,79.61165,79.61165,66.99029,64.07766,100,95.14563,78.64077,64.07766,70.87378,66.99029,72.81553,67.96116,82.52427,74.75728,84.46601,81.55339,62.13592,83.49514,92.233,81.55339,70.87378,80.58252,73.7864,63.10679,90.29126,96.1165,66.99029
´Þ°¿Á¶¸²,21.73913,69.56521,65.21739,82.60869,60.86956,82.60869,60.86956,69.56521,43.47826,100,56.52173,65.21739,34.7826,60.86956,73.91304,82.60869,82.60869,65.21739,60.86956,56.52173,47.82608,69.56521,69.56521,73.91304,69.56521,39.13043,78.26086,56.52173,65.21739,95.65217,82.60869
´Þ°¿Âò,54.13223,64.87603,80.99173,76.44628,63.22314,62.80991,71.07438,80.99173,100,94.21487,75.61983,71.4876,76.44628,81.40495,97.10743,88.01652,78.92561,76.44628,76.44628,67.76859,74.79338,94.21487,90.90909,70.66115,66.94214,79.75206,49.17355,60.7438,78.09917,76.44628,60.7438
´Þ°¿ÅÁ,63.63636,54.54545,100,0,81.81818,54.54545,63.63636,63.63636,0,0,63.63636,45.45454,63.63636,0,54.54545,54.54545,72.72727,0,63.63636,45.45454,45.45454,72.72727,54.54545,63.63636,0,0,45.45454,45.45454,45.45454,63.63636,72.72727
´Þ°¿ÈÄ¶óÀÌ,54.54545,52.27272,56.81818,68.18181,93.18181,63.63636,61.36363,68.18181,43.18181,61.36363,79.54545,75,52.27272,38.63636,45.45454,65.90909,72.72727,77.27272,70.45454,52.27272,45.45454,75,43.18181,70.45454,77.27272,70.45454,100,79.54545,59.0909,79.54545,88.63636
´ß°¥ºñ,94.86186,96.04957,79.87348,52.91763,56.58404,63.72321,73.09579,100,90.92434,66.38264,64.67854,63.76194,69.14536,81.77123,99.41905,67.24761,67.07978,67.69945,60.5861,66.65375,80.89336,94.95223,65.65969,64.39452,64.756,63.37464,66.4601,80.75135,92.84792,62.87115,60.41828
´ß°í±âµ¤¹ä,55.3719,49.58677,70.24793,55.3719,73.55371,66.1157,83.47107,67.76859,78.51239,83.47107,87.6033,71.07438,48.76033,52.06611,85.12396,80.16528,95.04132,82.64462,69.42148,47.93388,61.98347,74.38016,83.47107,75.20661,99.17355,78.51239,68.59504,53.719,74.38016,100,81.81818
´ß°í±âÀ°°³Àå,0,41.66666,58.33333,0,0,0,0,0,0,0,0,0,0,0,66.66666,100,0,0,0,0,0,0,0,0,0,0,0,0,58.33333,0,0
´ß°õÅÁ,49.11838,53.14861,55.49958,58.8581,72.62804,60.03358,51.97313,67.50629,63.81192,65.57514,71.45256,68.26196,57.2628,54.32409,70.19311,71.95633,100,74.55919,83.87909,69.18555,60.78925,68.59781,78.08564,84.46683,73.21578,70.78085,65.82703,53.56842,64.90344,73.97145,72.62804
´ß±¸ÀÌ,100,92.81314,73.71663,60.16427,70.22587,71.4579,86.65297,87.06365,87.67967,73.71663,71.25256,69.60985,85.01026,99.58932,93.22381,70.63655,78.64476,80.49281,68.37782,83.36755,93.83983,91.37577,81.5195,73.71663,87.06365,83.57289,80.90349,87.26899,87.47433,75.154,71.86858
´ß²¿Ä¡±¸ÀÌ,100,75,56.25,56.25,68.75,75,81.25,56.25,50,43.75,0,93.75,37.5,81.25,62.5,43.75,93.75,62.5,50,31.25,75,93.75,0,75,81.25,50,68.75,75,56.25,75,56.25
´ß³¯°³±¸ÀÌ,53.92156,42.15686,41.17647,42.15686,61.7647,34.31372,62.74509,51.96078,48.03921,73.52941,56.86274,43.13725,43.13725,62.74509,73.52941,56.86274,60.78431,66.66666,54.90196,69.60784,69.60784,74.5098,62.74509,65.68627,90.19607,59.80392,73.52941,93.13725,100,66.66666,59.80392
´ß³¯°³Æ¢±è,61.36363,61.36363,79.54545,63.63636,65.90909,75,65.90909,70.45454,61.36363,47.72727,86.36363,54.54545,65.90909,68.18181,70.45454,63.63636,88.63636,65.90909,97.72727,79.54545,79.54545,70.45454,25,65.90909,61.36363,56.81818,54.54545,100,70.45454,84.0909,77.27272
´ß´Ù¸®Æ¢±è,50,50,64.28571,76.19047,59.5238,57.14285,76.19047,40.47619,38.09523,50,71.42857,73.80952,57.14285,80.95238,61.90476,76.19047,90.47619,100,95.23809,69.04761,80.95238,64.28571,38.09523,45.23809,76.19047,54.7619,42.85714,50,73.80952,85.71428,71.42857
´ßµµ¸®ÅÁ,71.30513,77.35334,84.67485,65.30241,70.71396,74.80673,82.40109,100,95.90723,79.58162,82.85584,79.6271,79.53615,86.99408,97.31696,80.94588,86.08458,79.53615,87.17598,82.58299,93.17871,96.04365,83.35607,83.44702,78.44474,78.89949,77.98999,85.62983,96.04365,82.90131,78.67212
´ß¸ð·¡ÁýººÀ½,46.80851,63.82978,57.4468,40.42553,44.68085,48.93617,68.0851,51.06382,76.59574,61.70212,55.31914,95.74468,100,100,55.31914,42.55319,48.93617,23.40425,53.19148,51.06382,42.55319,89.3617,53.19148,46.80851,59.57446,42.55319,70.21276,91.48936,82.97872,61.70212,68.0851
´ß¸ð·¡ÁýÆ¢±è,0,0,0,100,0,0,83.33333,0,0,83.33333,0,0,0,83.33333,0,0,83.33333,0,0,0,0,0,0,0,0,0,0,0,100,0,0
´ß¹ß±¸ÀÌ,44.44444,50,50,61.11111,50,66.66666,33.33333,33.33333,50,33.33333,77.77777,100,72.22222,77.77777,38.88888,66.66666,61.11111,38.88888,0,0,44.44444,66.66666,55.55555,33.33333,0,27.77777,33.33333,50,55.55555,27.77777,44.44444
´ß¹ßººÀ½,36.66666,58.33333,70,45,60,61.66666,76.66666,81.66666,73.33333,50,46.66666,76.66666,66.66666,78.33333,78.33333,61.66666,53.33333,80,68.33333,51.66666,73.33333,61.66666,71.66666,48.33333,58.33333,80,58.33333,93.33333,100,53.33333,58.33333
´ß¹é¼÷,75.1138,78.60394,70.40971,45.06828,59.18057,56.44916,66.61608,100,88.46737,55.99393,58.42185,56.29742,55.53869,84.21851,87.40515,58.72534,57.35963,50.83459,59.02883,55.38694,76.47951,91.50227,59.33232,54.93171,51.74506,50.22761,52.50379,70.40971,85.58421,61.305,51.13808
´ßººÀ½ÅÁ,54.21004,59.95101,65.33986,52.78628,61.42069,64.36007,72.03,83.51194,90.9063,74.52541,72.82608,75.75015,76.46968,85.88487,95.545,77.20453,77.83221,77.4954,73.57624,73.28536,81.03184,94.41212,76.13288,78.12308,75.5052,73.86711,74.09675,88.62522,100,83.75688,79.68462
´ßÁ¶¸²,46.83544,49.36708,59.49367,67.0886,68.35443,48.10126,54.43037,73.41772,59.49367,73.41772,83.5443,60.75949,69.62025,86.07594,73.41772,56.96202,63.29113,60.75949,77.21518,77.21518,59.49367,70.88607,100,87.34177,68.35443,54.43037,77.21518,89.87341,82.27848,88.60759,65.82278
´ßÁ×,58.96656,59.57446,71.12462,72.64437,75.07598,60.79027,65.34954,79.3313,94.83282,80.85106,76.89969,68.693,75.37993,77.81155,95.74468,81.76291,88.14589,91.18541,83.89057,74.16413,91.18541,100,95.74468,94.52887,96.35258,79.02735,74.77203,82.67477,87.84194,89.3617,82.67477
´ßÂò,57.42574,56.43564,60.39603,46.53465,67.32673,66.33663,72.27722,60.39603,75.24752,86.13861,52.47524,53.46534,53.46534,77.22772,78.21782,54.45544,59.40594,60.39603,79.20792,81.18811,65.34653,65.34653,70.29702,100,84.15841,59.40594,59.40594,64.35643,83.16831,81.18811,65.34653
´ç±ÙººÀ½,44.35483,51.6129,64.51612,53.2258,86.29032,50,50.80645,50.80645,79.03225,82.25806,82.25806,68.54838,72.58064,71.77419,68.54838,82.25806,85.48387,66.93548,73.38709,58.87096,54.8387,83.06451,100,87.90322,63.70967,75,73.38709,72.58064,98.38709,75,79.8387
´ë±¸º¼Âò,100,88.13559,52.54237,33.8983,52.54237,49.15254,64.40677,55.9322,86.44067,66.10169,42.37288,44.06779,38.98305,66.10169,79.66101,40.67796,38.98305,30.50847,32.20338,44.06779,61.01694,67.79661,64.40677,37.28813,50.84745,61.01694,62.71186,84.74576,69.49152,38.98305,77.9661
´ë±¸Âò,70.83333,86.11111,91.66666,63.88888,54.16666,55.55555,72.22222,76.38888,63.88888,52.77777,88.88888,61.11111,80.55555,61.11111,94.44444,69.44444,86.11111,72.22222,48.61111,86.11111,87.5,93.05555,79.16666,58.33333,83.33333,55.55555,81.94444,80.55555,100,69.44444,80.55555
´ëÃ¢±¸ÀÌ,88.74172,95.36423,96.68874,82.1192,92.05298,65.56291,75.49668,85.43046,83.4437,100,61.5894,64.23841,67.54966,76.82119,64.23841,68.21192,73.50993,76.82119,72.18543,68.21192,82.1192,54.30463,54.96688,60.2649,53.64238,43.7086,60.92715,52.31788,61.5894,58.27814,58.27814
´õ´ö±¸ÀÌ,100,91.19226,100,68.20622,59.18367,57.25026,65.52094,75.83243,79.69924,59.72073,58.32438,54.02792,47.79806,55.42427,65.41353,54.67239,50.69817,47.47583,50.0537,46.2943,48.87218,60.58002,50.48335,47.58324,45.00537,48.54994,42.64232,53.27604,58.10955,48.54994,51.55746
´õ´ö¹«Ä§,96.28942,87.38404,100,84.04452,68.83116,72.54174,59.55473,58.0705,77.92207,77.36549,58.44155,66.79035,68.27458,63.63636,71.98515,64.74953,61.78107,61.78107,52.3191,49.90723,63.63636,85.71428,70.50092,66.79035,60.85343,58.0705,60.48237,67.90352,70.31539,72.17068,66.79035
µµ°¡´ÏÅÁ,70.66895,77.44425,87.04974,72.21269,81.81818,83.19039,81.47512,96.22641,94.42538,84.99142,78.98799,81.04631,78.47341,96.05488,88.25042,85.59176,91.08061,87.22126,88.25042,98.37049,92.45283,93.73927,97.85591,100,87.56432,87.82161,82.76157,94.16809,96.4837,93.9108,84.13379
µµ¶óÁö»ýÃ¤,70,45,100,80,40,35,30,40,55,35,55,90,70,45,30,45,75,0,35,30,50,40,60,90,35,60,30,0,60,65,35
µµÅä¸®¹¬¹«Ä§,98.28451,97.82426,97.99163,88.99581,77.40585,68.70292,73.93305,88.28451,100,84.22594,83.97489,81.17154,80.04184,81.29707,94.76987,95.77405,87.32217,80.25104,76.10878,70.29288,74.30962,95.1046,94.1841,86.9456,77.36401,77.15481,73.17991,80.9205,92.42677,95.94142,79.12133
µ·°¡½º,95.65732,100,97.59178,62.85037,65.06119,68.45637,75.8784,88.55112,96.05211,67.03513,67.39044,68.18002,63.40307,82.15554,95.61784,71.18041,70.35136,68.06158,63.20568,64.78484,80.14212,86.77457,67.54836,65.45598,68.37741,62.73193,63.95578,82.2345,93.09119,72.00947,73.0754
µ·ÄÚÃ÷¶ó¸à,56.35451,71.73913,78.92976,75.58528,81.43812,66.05351,65.88628,84.11371,76.92307,91.63879,92.47491,82.27424,85.95317,78.42809,76.4214,83.27759,95.81939,100,83.94648,78.26086,68.39464,74.74916,69.23076,86.1204,82.77591,83.44481,81.93979,73.91304,78.09364,83.77926,77.42474
µ¹³ª¹°,90.90909,91.41414,94.94949,83.83838,63.63636,73.23232,75.25252,100,89.39393,79.79797,83.33333,92.92929,70.70707,80.30303,80.80808,91.41414,91.91919,83.83838,64.14141,71.21212,61.61616,65.65656,82.32323,83.33333,91.41414,79.79797,64.14141,76.76767,82.32323,78.28282,93.93939
µ¹¼Üºñºö¹ä,100,88.59934,95.27687,57.65472,60.74918,51.79153,62.70358,83.71335,83.06188,70.19543,61.23778,66.28664,58.14332,57.16612,77.03583,65.96091,73.2899,61.07491,58.30618,55.70032,63.68078,78.99022,62.21498,67.58957,60.58631,51.62866,58.14332,61.07491,66.93811,64.65798,66.12377
µ¿ÅÂ±¹,38.2716,32.09876,44.44444,37.03703,64.19753,51.85185,49.38271,48.14814,66.66666,64.19753,61.72839,50.61728,61.72839,51.85185,74.07407,56.79012,61.72839,90.12345,69.1358,62.96296,85.18518,98.76543,98.76543,60.49382,59.25925,90.12345,83.95061,69.1358,75.30864,85.18518,100
µ¿ÅÂ±î½º,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
µ¿ÅÂÀü,100,72.11538,62.5,45.43269,37.25961,28.0048,31.1298,30.64903,29.44711,24.8798,24.51923,26.4423,23.4375,25.72115,24.75961,20.79326,23.19711,22.47596,25.24038,22.83653,22.59615,22.83653,20.07211,22.23557,17.78846,20.91346,19.47115,28.60576,30.88942,25.72115,25.96153
µ¿ÅÂÁ¶¸²,42.16867,50.6024,60.24096,72.28915,62.6506,66.26506,61.44578,67.46987,55.42168,68.67469,79.51807,100,89.15662,65.06024,90.36144,73.49397,65.06024,61.44578,100,51.80722,77.10843,80.72289,81.92771,61.44578,78.31325,54.21686,79.51807,53.01204,77.10843,87.9518,98.79518
µ¿ÅÂÂî°³,66.59064,63.28392,78.10718,51.42531,68.52907,58.38084,65.67844,83.35233,76.28278,70.35347,67.50285,76.16875,68.75712,79.24743,81.52793,77.19498,68.52907,77.53705,82.55416,87.22919,81.52793,100,87.00114,83.23831,80.95781,74.91448,78.10718,79.5895,86.54503,81.64196,76.51083
µ¿ÅÂÂò,78.26086,86.95652,98.26086,56.52173,42.60869,57.3913,66.95652,98.26086,71.30434,57.3913,72.17391,74.7826,76.52173,88.69565,84.34782,53.04347,64.34782,69.56521,72.17391,82.60869,90.43478,86.08695,95.65217,63.47826,67.82608,52.17391,73.04347,85.21739,100,91.30434,83.47826
µ¿ÆÄÀ°,70.66521,84.29661,67.61177,80.15267,86.91384,75.35441,74.7001,70.229,70.44711,74.37295,86.47764,100,88.65866,75.35441,74.91821,74.59105,83.31515,92.69356,92.80261,98.58233,74.80916,75.79062,94.87459,97.81897,94.54743,87.4591,89.20392,76.77208,81.02508,88.22246,84.18756
µÅÁö°¥ºñÂò,100,86.32868,79.66391,59.15693,61.91968,63.60011,69.15408,70.3788,76.73027,55.7391,53.74537,59.01452,60.89433,82.79692,63.37225,55.22643,57.70435,58.30247,59.92594,70.20791,72.60039,64.99572,59.18541,60.97977,60.60951,61.17915,65.33751,66.84705,66.19196,57.84676,54.74223
µÅÁö°í±âµ¤¹ä,54.34782,61.95652,61.95652,76.08695,65.21739,58.69565,82.60869,66.30434,98.91304,97.82608,100,54.34782,50,57.60869,68.47826,78.26086,58.69565,85.86956,51.08695,47.82608,51.08695,56.52173,85.86956,76.08695,69.56521,46.73913,56.52173,48.91304,83.69565,65.21739,56.52173
µÅÁö°í±âÂî°³,42.37288,66.10169,65.25423,66.10169,72.88135,60.16949,61.8644,64.40677,66.94915,74.57627,61.8644,61.01694,70.33898,83.8983,66.10169,86.44067,88.98305,94.91525,90.67796,66.10169,75.42372,72.03389,100,75.42372,83.05084,67.79661,64.40677,39.8305,70.33898,84.74576,82.20338
µÅÁö°í±âÂò,51.85185,96.29629,70.37037,62.96296,81.48148,57.4074,59.25925,92.59259,100,87.03703,90.74074,94.44444,59.25925,55.55555,64.81481,85.18518,66.66666,42.59259,64.81481,100,75.92592,85.18518,72.22222,79.62962,94.44444,87.03703,79.62962,64.81481,66.66666,64.81481,77.77777
µÅÁö²®µ¥±â±¸ÀÌ,31.81818,65.15151,39.39393,42.42424,60.60606,36.36363,92.42424,100,51.51515,40.90909,45.45454,42.42424,56.0606,53.0303,83.33333,71.21212,84.84848,43.93939,43.93939,54.54545,69.69696,68.18181,50,60.60606,34.84848,36.36363,72.72727,77.27272,56.0606,39.39393,16.66666
µÅÁöµÎ·çÄ¡±â,42.61363,46.30681,55.68181,43.4659,63.35227,67.61363,54.54545,65.90909,61.36363,70.73863,55.11363,60.51136,58.23863,53.40909,62.2159,61.93181,53.69318,57.95454,65.3409,44.60227,51.98863,59.94318,53.69318,47.72727,61.36363,80.68181,77.27272,84.375,100,87.78409,95.45454
µÅÁöµî°¥ºñÂò,96.36963,80.85808,83.16831,63.0363,59.40594,83.49834,92.73927,91.0891,83.82838,71.28712,71.61716,62.70627,84.81848,84.48844,87.12871,71.28712,59.73597,71.94719,69.30693,69.30693,85.80858,70.62706,66.99669,60.39603,81.51815,79.86798,92.0792,95.0495,100,90.42904,90.75907
µÈÀå±¹,57.14285,63.97515,86.95652,93.99585,87.16356,61.0766,51.13871,71.42857,86.3354,92.54658,77.01863,79.29606,66.25258,65.63146,82.19461,100,85.09316,77.84679,76.19047,57.34989,71.01449,77.43271,91.71842,83.43685,70.80745,69.97929,60.45548,57.34989,79.71014,78.67494,82.40165
µÈÀåÂî°³,63.60177,75.49143,89.63221,78.47178,72.5745,62.96766,62.90424,83.63982,100,83.16423,71.05263,67.69181,59.28979,70.06975,85.82752,89.79074,76.06214,71.62333,67.94546,60.11414,65.85288,75.01585,79.42295,78.37666,67.88205,69.05516,56.46797,61.73113,80.94483,79.1693,67.27964
µÎºÎ±èÄ¡,58.60655,75.40983,84.32377,87.19262,84.52868,83.40163,86.37295,97.64344,100,93.2377,90.47131,92.82786,94.87704,83.70901,91.18852,98.46311,97.13114,88.01229,99.4877,79.61065,80.2254,83.70901,93.03278,92.82786,85.55327,88.11475,78.58606,79.40573,83.60655,96.61885,96.31147
µÎºÎºÎÄ§,52.42248,61.9186,79.84496,74.5155,75.09689,58.52713,57.17054,77.71317,94.57364,92.44186,82.55813,75.38759,67.05426,71.60852,80.03875,100,89.34108,82.26744,78.10077,60.85271,64.82558,81.39534,95.63953,88.08139,78.48837,77.81007,65.11627,60.46511,78.29457,86.8217,80.13565
µÎºÎÀü,68.75,75,90.44117,84.55882,87.13235,70.22058,66.17647,69.85294,85.29411,100,98.16176,83.08823,76.83823,73.89705,77.20588,94.11764,93.75,76.10294,77.94117,63.60294,73.16176,76.10294,92.64705,82.72058,84.92647,79.77941,66.54411,68.75,81.25,86.02941,99.2647
µÎºÎÀü°ñ,83.49864,84.49053,82.23624,54.82416,62.39855,44.81514,55.81605,86.02344,84.22001,61.58701,53.83228,55.0045,48.87285,60.32461,75.56357,70.96483,57.88999,59.96393,57.25879,55.09467,66.81695,85.93327,66.81695,66.99729,80.34265,66.72678,68.07935,79.98196,100,77.72768,64.92335
µÎºÎÁ¶¸²,56.49717,68.83542,89.33843,86.386,85.05558,67.41388,64.97175,76.581,97.28449,95.42555,90.9969,88.24494,72.15236,72.6991,92.65536,100,92.09039,84.80043,83.01439,65.79187,64.8624,88.08091,95.84472,93.05631,87.66174,82.85037,69.72844,64.95352,92.43666,97.43028,95.57135
µÎºÎÂî°³,61.53289,72.81272,89.87707,80.2603,85.68329,71.00506,66.44974,81.48951,100,89.29862,82.93564,75.9219,63.19595,64.06362,85.17715,88.50325,83.73101,76.71728,75.48806,60.66522,66.23282,81.3449,83.44179,80.2603,79.46493,77.58496,62.83441,63.34056,78.23571,85.82791,78.30802
µé±ú±¹,24.48979,40.81632,67.34693,71.42857,48.97959,55.10204,51.0204,59.18367,63.2653,51.0204,100,63.2653,26.53061,53.06122,48.97959,44.89795,59.18367,57.14285,44.89795,57.14285,32.65306,57.14285,59.18367,48.97959,79.59183,75.5102,51.0204,42.85714,59.18367,93.87755,69.38775
¶¥ÄáÁ¶¸²,64.15804,72.4365,86.07714,68.57949,71.40169,60.7714,68.95578,81.56161,100,88.89934,78.17497,77.23424,68.10912,72.53057,94.26152,75.07055,69.04985,65.38099,74.50611,67.45061,69.33207,82.12605,69.80244,62.74694,65.38099,59.92474,61.14769,64.44026,73.56538,63.78174,65.28692
¶±°¥ºñ,100,90.38601,87.32702,73.70721,62.27239,58.7764,51.34741,71.88638,72.17771,65.40422,79.31536,69.48288,58.9949,52.36707,61.83539,70.57538,69.62855,63.94756,56.8099,58.70356,51.49308,58.84923,58.5579,63.36489,60.74289,68.31755,54.69774,51.20174,56.73707,62.78222,63.87472
¶±°­Á¤,60.56338,50.70422,45.07042,59.15492,64.78873,61.97183,53.52112,57.74647,46.47887,81.69014,47.88732,61.97183,46.47887,39.43661,35.21126,46.47887,100,57.74647,63.38028,53.52112,53.52112,57.74647,61.97183,74.64788,61.97183,69.01408,50.70422,46.47887,46.47887,49.29577,66.19718
¶±±¹,65.92865,81.42681,77.61377,72.20172,78.22878,68.51168,71.83271,84.37884,94.95694,83.76383,69.86469,66.91266,63.96063,74.29274,92.37392,83.88683,87.57687,78.59778,88.06888,69.49569,82.90282,99.26199,93.84993,95.32595,84.87084,85.85485,77.49077,80.0738,100,92.25092,97.29397
¶±¸¸µÎ±¹,63.70716,61.68224,80.52959,65.73208,64.95327,56.54205,63.23987,83.33333,89.56386,59.65732,66.04361,59.19003,57.00934,69.15887,91.74454,69.78193,79.90654,65.10903,80.84112,67.91277,73.05295,100,71.49532,72.4299,69.62616,76.32398,62.46105,70.24922,95.79439,76.32398,71.02803
¶±ººÀÌ,93.82599,100,94.77987,61.96016,63.13417,62.93501,77.15932,87.07547,86.21593,61.59329,64.8218,62.73584,64.6436,74.41299,95.30398,69.55974,69.4654,65.83857,64.08805,65.09433,75.27253,83.1132,61.98113,64.42348,62.83018,61.88679,64.16142,74.6436,83.14465,67.40041,62.76729
¶ó¸é,65.45003,65.23742,72.39546,73.4231,78.88022,71.545,65.27285,70.48192,82.70729,74.87597,76.57689,70.26931,67.22182,66.86746,76.39971,81.21899,78.98653,76.1871,74.87597,71.33238,66.12331,78.13607,78.91566,80.15591,79.16371,79.65981,72.21828,68.32034,100,81.39617,77.14386
¶óººÀÌ,57.87545,61.90476,72.52747,54.57875,54.0293,51.8315,72.89377,71.06227,73.62637,54.21245,63.00366,54.94505,56.77655,63.73626,100,76.00732,69.04761,61.90476,67.94871,62.82051,60.07326,76.55677,58.24175,60.62271,56.2271,59.1575,58.97435,61.72161,71.61172,59.70695,61.53846
¶óÁ¶±â,85.89041,86.57534,77.67123,57.67123,55.75342,66.71232,78.76712,81.78082,72.19178,56.02739,61.23287,68.21917,71.50684,83.83561,70.27397,63.56164,68.21917,61.23287,78.76712,70.41095,99.72602,81.50684,57.9452,62.19178,70.13698,80,74.38356,95.47945,100,58.9041,66.57534
·ÎÁ¦½ºÆÄ°ÔÆ¼,59.03614,67.46987,45.78313,51.80722,65.06024,61.44578,59.03614,46.98795,91.56626,100,61.44578,55.42168,68.67469,66.26506,50.6024,71.08433,55.42168,71.08433,66.26506,67.46987,57.83132,56.6265,61.44578,59.03614,51.80722,73.49397,57.83132,56.6265,54.21686,49.39759,57.83132
¸¶´ÃÀå¾ÆÂî¹«Ä§,48.27586,51.72413,89.65517,72.41379,55.17241,82.75862,79.31034,86.20689,79.31034,48.27586,65.51724,93.10344,58.62068,55.17241,100,93.10344,75.86206,62.06896,58.62068,82.75862,48.27586,79.31034,68.96551,93.10344,65.51724,55.17241,75.86206,62.06896,79.31034,65.51724,75.86206
¸¶´ÃÂÐ¹«Ä§,54.65587,62.5506,95.34412,85.4251,74.89878,69.02834,67.81376,83.19838,100,93.72469,84.81781,69.43319,72.06477,72.46963,82.18623,78.34008,72.2672,86.03238,63.15789,57.6923,63.15789,76.11336,74.89878,75.91093,66.59919,69.02834,58.09716,62.14574,70.24291,67.00404,68.62348
¸¶¶óÅÁ,100,94.31561,89.2195,77.54976,61.95362,61.25589,66.46829,80.18332,78.77419,58.35556,59.83993,58.1093,60.92071,72.15951,71.74225,58.96436,55.63992,52.98584,54.90799,56.15979,65.3533,66.49565,53.28681,54.81907,52.30179,52.4386,56.78911,61.54319,61.01648,50.81742,51.05684
¸¶Ä«·Î´Ï»ø·¯µå,54.8433,61.25356,70.65527,84.61538,80.91168,66.09686,67.94871,72.79202,80.34188,87.03703,100,76.06837,78.49002,66.80911,73.21937,84.33048,86.89458,89.03133,92.30769,71.79487,67.94871,69.80056,87.74928,94.30199,85.61253,86.75213,79.05982,65.95441,68.23361,82.47863,84.18803
¸¶ÆÄµÎºÎ,47.81987,55.68263,67.54824,76.05432,79.69978,68.54896,60.04288,69.04932,82.13009,86.49035,80.27162,83.20228,72.40886,65.76125,76.55468,87.99142,93.06647,87.56254,83.20228,72.6233,60.97212,63.33095,91.42244,100,90.20729,84.48892,76.55468,56.8263,71.9085,87.49106,82.63045
¸·±¹¼ö,100,86.64886,45.9813,24.32576,24.59279,24.64619,41.60213,54.73965,52.63017,24.13885,25.9279,25.36715,28.99866,35.19359,48.17089,26.30173,28.49132,25.39385,22.51001,21.06809,36.12817,44.13885,29.4259,26.43524,25.84779,23.41789,30.92122,52.30974,63.47129,31.05473,26.88918
¸¸µÎ±¹,64.37323,76.62582,93.8737,67.20075,73.4213,64.18473,70.40527,87.46465,94.0622,67.20075,68.33176,69.83977,69.36852,69.93402,88.40716,74.83506,78.22808,67.38925,75.77756,66.82375,80.58435,100,71.44203,77.19132,69.08576,73.70405,64.56173,68.42601,92.17719,73.7983,74.08105
